id,average_intensity
34,17.224602
34,17.265676
34,17.499773
34,17.53996
34,17.50089
34,17.41543
34,17.375847
34,17.569508
34,17.447193
34,17.516743
34,17.59922
34,17.522156
34,17.643572
34,17.73398
34,17.510447
34,17.48111
34,17.3043
34,17.189917
34,17.41736
34,17.326946
34,17.370928
34,17.457775
34,17.35548
34,17.519602
34,17.485031
34,17.571993
34,17.411556
34,17.917479
34,17.927023
34,17.408207
35,11.862262
35,11.8007765
35,12.039186
35,11.8051605
35,12.228432
35,12.242675
35,13.183412
35,12.769805
35,12.383228
35,12.05059
35,12.111141
35,11.985173
35,11.850913
35,11.7726965
35,12.009363
35,11.81061
35,11.839128
35,11.705757
35,12.029949
35,11.985358
35,11.951589
35,11.913292
35,11.980591
35,11.911807
35,12.06433
35,12.031697
35,12.219137
35,11.949688
35,12.177473
35,12.153605
35,12.117155
35,12.046383
35,12.242674
35,12.207505
35,12.2895565
35,12.224007
35,12.0621
35,12.035227
35,12.117948
35,12.230762
35,12.238681
35,12.379452
35,12.126322
35,12.13485
35,12.103037
35,12.181715
35,12.389073
35,12.242782
35,12.260577
35,12.632369
35,12.525169
35,12.627489
36,15.292399
36,14.974994
36,15.285689
36,15.895607
36,15.077241
36,14.520563
36,14.178451
36,14.288871
36,14.486225
36,14.477706
36,14.00618
36,13.851351
36,14.014745
36,14.26702
36,14.4683075
36,14.101916
36,14.08731
36,14.027366
36,14.222601
36,14.163532
36,14.23525
36,14.362673
36,14.491725
36,14.437342
36,14.235303
36,14.314818
36,14.109715
36,14.126158
36,14.058517
36,13.919675
36,13.6138315
36,13.749385
36,13.726459
36,14.070381
36,14.008997
36,14.248374
36,14.159148
36,14.273761
36,14.231419
36,14.72649
36,14.317158
36,14.216682
36,14.227959
36,13.973109
36,13.891191
36,13.745737
36,13.895162
36,13.82386
36,14.056559
36,13.843144
36,13.748765
36,14.021903
37,12.324519
37,12.339565
37,12.070288
37,12.018769
37,12.0392275
37,11.981185
37,11.927769
37,11.936057
37,11.84213
37,11.868715
37,11.85003
37,11.892454
37,11.9333315
37,11.961979
37,11.776414
37,12.176272
37,12.070717
37,12.41784
37,12.1663265
37,12.020342
37,12.182321
37,12.361726
37,12.952874
37,12.965758
37,12.821785
37,12.912029
37,12.457501
37,12.161797
37,12.037871
37,12.40008
37,12.748817
37,12.62382
37,12.306586
37,12.22504
37,12.176963
37,12.016311
37,11.972189
37,11.910172
37,11.978514
37,12.188308
37,12.41567
37,12.133388
37,12.136264
37,12.081137
37,12.08825
37,12.448326
37,12.34576
37,12.781549
37,12.794783
37,13.30079
37,13.946873
37,14.176303
38,17.984592
38,17.622929
38,17.841007
38,17.838247
38,17.398642
38,17.286108
38,17.861555
38,17.834719
38,18.268818
38,17.790842
38,17.458157
38,17.844955
38,17.843702
38,18.161848
38,17.818062
38,17.459038
38,18.07188
38,17.761637
38,17.727903
38,17.605885
38,17.593964
38,17.43314
38,17.733166
38,17.881214
38,17.683979
38,17.14685
38,17.773397
38,18.008236
38,18.02095
38,17.2628
38,17.295843
38,17.340113
38,17.707092
38,17.595308
38,17.76722
38,17.473671
38,17.280384
38,17.299541
38,17.549414
38,17.35439
38,17.642464
38,17.611061
38,17.541586
38,17.319431
38,17.716349
38,17.380579
38,17.178072
38,17.660337
38,17.696417
38,17.181608
38,17.000677
38,17.387325
39,11.242432
39,11.169358
39,11.007852
39,11.114122
39,11.125861
39,11.324047
39,11.330927
39,11.333718
39,11.359524
39,11.370919
39,11.530105
